"Popolazione residente per età, sesso e stato civile al 1° gennaio 2023"
"Codice comune";"Comune";"Età";"Celibi";"Coniugati";"Divorziati";"Vedovi";"Uniti civilmente";"Maschi già in unione civile (per scioglimento unione)";"Maschi già in unione civile (per decesso del partner)";"Totale maschi";"Nubili";"Coniugate";"Divorziate";"Vedove";"Unite civilmente";"Femmine già in unione civile (per scioglimento unione)";"Femmine già in unione civile (per decesso del partner)";"Totale femmine";"Totale"
"019001";"Acquanegra Cremonese";0;2;0;0;0;;;;2;1;0;0;0;;;;1;3
"019001";"Acquanegra Cremonese";1;6;0;0;0;;;;6;5;0;0;0;;;;5;11
"019001";"Acquanegra Cremonese";2;1;0;0;0;;;;1;3;0;0;0;;;;3;4
"019001";"Acquanegra Cremonese";3;6;0;0;0;;;;6;3;0;0;0;;;;3;9
"019001";"Acquanegra Cremonese";4;4;0;0;0;;;;4;6;0;0;0;;;;6;10
"019001";"Acquanegra Cremonese";5;1;0;0;0;;;;1;4;0;0;0;;;;4;5
"019001";"Acquanegra Cremonese";6;4;0;0;0;;;;4;7;0;0;0;;;;7;11
"019001";"Acquanegra Cremonese";7;2;0;0;0;;;;2;5;0;0;0;;;;5;7
"019001";"Acquanegra Cremonese";8;2;0;0;0;;;;2;3;0;0;0;;;;3;5
"019001";"Acquanegra Cremonese";9;6;0;0;0;;;;6;7;0;0;0;;;;7;13
"019001";"Acquanegra Cremonese";10;3;0;0;0;;;;3;3;0;0;0;;;;3;6
"019001";"Acquanegra Cremonese";11;4;0;0;0;;;;4;5;0;0;0;;;;5;9
"019001";"Acquanegra Cremonese";12;8;0;0;0;;;;8;4;0;0;0;;;;4;12
"019001";"Acquanegra Cremonese";13;3;0;0;0;;;;3;3;0;0;0;;;;3;6
"019001";"Acquanegra Cremonese";14;10;0;0;0;;;;10;5;0;0;0;;;;5;15
"019001";"Acquanegra Cremonese";15;3;0;0;0;;;;3;3;0;0;0;;;;3;6
"019001";"Acquanegra Cremonese";16;4;0;0;0;;;;4;8;0;0;0;;;;8;12
"019001";"Acquanegra Cremonese";17;12;0;0;0;;;;12;6;0;0;0;;;;6;18
"019001";"Acquanegra Cremonese";18;7;0;0;0;;;;7;8;0;0;0;;;;8;15
"019001";"Acquanegra Cremonese";19;3;0;0;0;;;;3;4;0;0;0;;;;4;7
"019001";"Acquanegra Cremonese";20;9;0;0;0;;;;9;2;0;0;0;;;;2;11
"019001";"Acquanegra Cremonese";21;6;0;0;0;;;;6;9;0;0;0;;;;9;15
"019001";"Acquanegra Cremonese";22;4;0;0;0;;;;4;3;0;0;0;;;;3;7
"019001";"Acquanegra Cremonese";23;8;0;0;0;;;;8;3;0;0;0;;;;3;11
"019001";"Acquanegra Cremonese";24;4;0;0;0;;;;4;11;0;0;0;;;;11;15
"019001";"Acquanegra Cremonese";25;7;0;0;0;;;;7;5;0;0;0;;;;5;12
"019001";"Acquanegra Cremonese";26;6;0;0;0;;;;6;8;1;0;0;;;;9;15
"019001";"Acquanegra Cremonese";27;5;0;0;0;;;;5;6;2;0;0;;;;8;13
"019001";"Acquanegra Cremonese";28;2;1;0;0;;;;3;3;0;0;0;;;;3;6
"019001";"Acquanegra Cremonese";29;4;0;0;0;;;;4;4;1;0;0;;;;5;9
"019001";"Acquanegra Cremonese";30;10;1;0;0;;;;11;4;7;0;0;;;;11;22
"019001";"Acquanegra Cremonese";31;3;0;0;0;;;;3;6;1;0;0;;;;7;10
"019001";"Acquanegra Cremonese";32;3;2;1;0;;;;6;1;4;0;0;;;;5;11
"019001";"Acquanegra Cremonese";33;1;0;0;0;;;;1;2;2;0;0;;;;4;5
"019001";"Acquanegra Cremonese";34;5;5;0;0;;;;10;1;5;0;0;;;;6;16
"019001";"Acquanegra Cremonese";35;2;1;0;0;;;;3;2;3;0;0;;;;5;8
"019001";"Acquanegra Cremonese";36;1;0;0;0;;;;1;2;5;0;0;;;;7;8
"019001";"Acquanegra Cremonese";37;0;5;0;0;;;;5;0;3;0;0;;;;3;8
"019001";"Acquanegra Cremonese";38;4;7;0;0;;;;11;2;2;0;0;;;;4;15
"019001";"Acquanegra Cremonese";39;2;2;0;0;;;;4;3;3;0;0;;;;6;10
"019001";"Acquanegra Cremonese";40;0;3;0;0;;;;3;1;3;0;0;;;;4;7
"019001";"Acquanegra Cremonese";41;3;6;0;0;;;;9;3;6;0;0;;;;9;18
"019001";"Acquanegra Cremonese";42;3;1;0;0;;;;4;2;4;0;0;;;;6;10
"019001";"Acquanegra Cremonese";43;3;5;0;0;;;;8;1;4;0;0;;;;5;13
"019001";"Acquanegra Cremonese";44;3;4;0;0;;;;7;2;5;0;0;;;;7;14
"019001";"Acquanegra Cremonese";45;2;4;0;0;;;;6;0;4;2;0;;;;6;12
"019001";"Acquanegra Cremonese";46;1;8;0;0;;;;9;2;6;0;0;;;;8;17
"019001";"Acquanegra Cremonese";47;2;7;0;0;;;;9;2;7;0;1;;;;10;19
"019001";"Acquanegra Cremonese";48;1;6;0;0;;;;7;0;5;0;0;;;;5;12
"019001";"Acquanegra Cremonese";49;3;3;0;0;;;;6;0;14;0;1;;;;15;21
"019001";"Acquanegra Cremonese";50;2;5;1;0;;;;8;0;6;1;0;;;;7;15
"019001";"Acquanegra Cremonese";51;4;7;1;0;;;;12;1;5;0;0;;;;6;18
"019001";"Acquanegra Cremonese";52;1;3;0;0;;;;4;0;1;0;0;;;;1;5
"019001";"Acquanegra Cremonese";53;2;7;0;0;;;;9;2;9;0;1;;;;12;21
"019001";"Acquanegra Cremonese";54;3;11;1;0;;;;15;1;6;0;0;;;;7;22
"019001";"Acquanegra Cremonese";55;4;3;0;1;;;;8;2;5;1;1;;;;9;17
"019001";"Acquanegra Cremonese";56;3;10;2;0;;;;15;0;8;1;0;;;;9;24
"019001";"Acquanegra Cremonese";57;1;7;0;0;;;;8;0;7;1;0;;;;8;16
"019001";"Acquanegra Cremonese";58;6;7;2;1;;;;16;1;8;0;1;;;;10;26
"019001";"Acquanegra Cremonese";59;5;6;0;0;;;;11;1;5;0;2;;;;8;19
"019001";"Acquanegra Cremonese";60;2;4;0;0;;;;6;0;9;1;1;;;;11;17
"019001";"Acquanegra Cremonese";61;3;5;1;0;;;;9;1;9;1;0;;;;11;20
"019001";"Acquanegra Cremonese";62;1;8;1;1;;;;11;1;7;0;1;;;;9;20
"019001";"Acquanegra Cremonese";63;0;7;0;1;;;;8;0;3;0;0;;;;3;11
"019001";"Acquanegra Cremonese";64;2;6;0;0;;;;8;2;1;0;1;;;;4;12
"019001";"Acquanegra Cremonese";65;1;9;0;0;;;;10;1;5;1;2;;;;9;19
"019001";"Acquanegra Cremonese";66;2;3;0;1;;;;6;0;1;0;1;;;;2;8
"019001";"Acquanegra Cremonese";67;0;2;0;0;;;;2;0;6;0;0;;;;6;8
"019001";"Acquanegra Cremonese";68;3;2;0;0;;;;5;0;5;0;3;;;;8;13
"019001";"Acquanegra Cremonese";69;0;6;0;1;;;;7;0;5;0;1;;;;6;13
"019001";"Acquanegra Cremonese";70;0;6;0;1;;;;7;1;6;1;2;;;;10;17
"019001";"Acquanegra Cremonese";71;1;5;0;0;;;;6;0;4;0;5;;;;9;15
"019001";"Acquanegra Cremonese";72;0;11;0;0;;;;11;0;1;0;3;;;;4;15
"019001";"Acquanegra Cremonese";73;0;4;0;0;;;;4;0;1;0;1;;;;2;6
"019001";"Acquanegra Cremonese";74;1;4;0;0;;;;5;0;2;0;6;;;;8;13
"019001";"Acquanegra Cremonese";75;2;5;0;0;;;;7;0;7;0;6;;;;13;20
"019001";"Acquanegra Cremonese";76;0;6;0;1;;;;7;0;2;0;2;;;;4;11
"019001";"Acquanegra Cremonese";77;0;4;0;0;;;;4;0;1;0;2;;;;3;7
"019001";"Acquanegra Cremonese";78;1;4;0;0;;;;5;0;4;0;3;;;;7;12
"019001";"Acquanegra Cremonese";79;1;0;0;1;;;;2;2;4;0;0;;;;6;8
"019001";"Acquanegra Cremonese";80;1;2;0;1;;;;4;0;2;0;3;;;;5;9
"019001";"Acquanegra Cremonese";81;1;1;0;0;;;;2;2;1;0;4;;;;7;9
"019001";"Acquanegra Cremonese";82;2;2;0;0;;;;4;1;0;0;4;;;;5;9
"019001";"Acquanegra Cremonese";83;0;7;0;1;;;;8;0;2;0;6;;;;8;16
"019001";"Acquanegra Cremonese";84;1;4;0;1;;;;6;0;2;0;4;;;;6;12
"019001";"Acquanegra Cremonese";85;0;3;0;1;;;;4;1;2;0;4;;;;7;11
"019001";"Acquanegra Cremonese";86;0;0;0;1;;;;1;1;3;1;4;;;;9;10
"019001";"Acquanegra Cremonese";87;0;2;0;2;;;;4;0;1;0;5;;;;6;10
"019001";"Acquanegra Cremonese";88;0;0;0;0;;;;0;1;0;0;5;;;;6;6
"019001";"Acquanegra Cremonese";89;0;1;0;1;;;;2;0;1;0;5;;;;6;8
"019001";"Acquanegra Cremonese";90;0;1;0;2;;;;3;0;0;0;3;;;;3;6
"019001";"Acquanegra Cremonese";91;0;0;0;0;;;;0;0;0;0;2;;;;2;2
"019001";"Acquanegra Cremonese";92;0;0;0;0;;;;0;0;0;0;1;;;;1;1
"019001";"Acquanegra Cremonese";93;0;1;0;0;;;;1;1;1;0;1;;;;3;4
"019001";"Acquanegra Cremonese";94;0;0;0;0;;;;0;0;0;0;2;;;;2;2
"019001";"Acquanegra Cremonese";95;0;0;0;0;;;;0;1;0;0;1;;;;2;2
"019001";"Acquanegra Cremonese";96;0;0;0;0;;;;0;0;0;0;1;;;;1;1
"019001";"Acquanegra Cremonese";97;0;0;0;0;;;;0;0;0;0;1;;;;1;1
"019001";"Acquanegra Cremonese";98;0;0;0;0;;;;0;0;0;0;2;;;;2;2
"019001";"Acquanegra Cremonese";99;0;0;0;0;;;;0;0;0;0;0;;;;0;0
"019001";"Acquanegra Cremonese";100;0;0;0;0;;;;0;0;0;0;0;;;;0;0
"019001";"Acquanegra Cremonese";999;254;262;10;19;;;;545;207;255;11;105;;;;578;1123
"019002";"Agnadello";0;10;0;0;0;;;;10;14;0;0;0;;;;14;24
"019002";"Agnadello";1;19;0;0;0;;;;19;12;0;0;0;;;;12;31
"019002";"Agnadello";2;15;0;0;0;;;;15;19;0;0;0;;;;19;34
"019002";"Agnadello";3;15;0;0;0;;;;15;11;0;0;0;;;;11;26
"019002";"Agnadello";4;18;0;0;0;;;;18;16;0;0;0;;;;16;34
"019002";"Agnadello";5;12;0;0;0;;;;12;23;0;0;0;;;;23;35
"019002";"Agnadello";6;11;0;0;0;;;;11;20;0;0;0;;;;20;31
"019002";"Agnadello";7;29;0;0;0;;;;29;18;0;0;0;;;;18;47
"019002";"Agnadello";8;23;0;0;0;;;;23;13;0;0;0;;;;13;36
"019002";"Agnadello";9;22;0;0;0;;;;22;10;0;0;0;;;;10;32
"019002";"Agnadello";10;15;0;0;0;;;;15;24;0;0;0;;;;24;39
"019002";"Agnadello";11;25;0;0;0;;;;25;16;0;0;0;;;;16;41
"019002";"Agnadello";12;25;0;0;0;;;;25;23;0;0;0;;;;23;48
"019002";"Agnadello";13;17;0;0;0;;;;17;24;0;0;0;;;;24;41
"019002";"Agnadello";14;25;0;0;0;;;;25;14;0;0;0;;;;14;39
"019002";"Agnadello";15;19;0;0;0;;;;19;17;0;0;0;;;;17;36
"019002";"Agnadello";16;19;0;0;0;;;;19;17;0;0;0;;;;17;36
"019002";"Agnadello";17;21;0;0;0;;;;21;20;0;0;0;;;;20;41
"019002";"Agnadello";18;22;0;0;0;;;;22;21;0;0;0;;;;21;43
"019002";"Agnadello";19;23;0;0;0;;;;23;13;0;0;0;;;;13;36
"019002";"Agnadello";20;18;0;0;0;;;;18;26;0;0;0;;;;26;44
"019002";"Agnadello";21;15;0;0;0;;;;15;19;1;0;0;;;;20;35
"019002";"Agnadello";22;24;0;0;0;;;;24;22;0;0;0;;;;22;46
"019002";"Agnadello";23;27;0;0;0;;;;27;22;1;0;0;;;;23;50
"019002";"Agnadello";24;19;0;0;0;;;;19;21;0;0;0;;;;21;40
"019002";"Agnadello";25;24;0;0;0;;;;24;8;0;0;0;;;;8;32
"019002";"Agnadello";26;19;0;0;0;;;;19;20;2;0;0;;;;22;41
"019002";"Agnadello";27;23;0;0;0;;;;23;18;2;0;0;;;;20;43
"019002";"Agnadello";28;16;4;0;0;;;;20;11;2;0;0;;;;13;33
"019002";"Agnadello";29;24;2;0;0;;;;26;14;7;0;0;;;;21;47
"019002";"Agnadello";30;17;1;1;0;;;;19;15;6;0;0;;;;21;40
"019002";"Agnadello";31;16;8;0;0;;;;24;11;7;0;0;;;;18;42
"019002";"Agnadello";32;18;3;0;0;;;;21;15;7;1;0;;;;23;44
"019002";"Agnadello";33;13;6;0;0;;;;19;6;13;2;0;;;;21;40
"019002";"Agnadello";34;21;8;0;0;;;;29;9;13;0;0;;;;22;51
"019002";"Agnadello";35;13;11;1;0;;;;25;12;20;0;0;;;;32;57
"019002";"Agnadello";36;13;9;0;0;;;;22;6;14;1;1;;;;22;44
"019002";"Agnadello";37;11;5;0;0;;;;16;5;11;0;0;;;;16;32
"019002";"Agnadello";38;8;13;0;0;;;;21;7;14;0;1;;;;22;43
"019002";"Agnadello";39;12;15;0;0;;;;27;8;16;4;0;;;;28;55
"019002";"Agnadello";40;13;12;2;0;;;;27;5;15;0;0;;;;20;47
"019002";"Agnadello";41;12;10;0;0;;;;22;13;20;3;0;;;;36;58
"019002";"Agnadello";42;10;16;0;0;;;;26;7;18;1;1;;;;27;53
"019002";"Agnadello";43;7;19;1;0;;;;27;11;21;1;2;;;;35;62
"019002";"Agnadello";44;15;26;2;0;;;;43;11;25;5;0;;;;41;84
"019002";"Agnadello";45;13;23;2;0;;;;38;5;21;0;0;;;;26;64
"019002";"Agnadello";46;11;26;2;0;;;;39;6;28;4;1;;;;39;78
"019002";"Agnadello";47;15;15;1;0;;;;31;6;20;2;1;;;;29;60
"019002";"Agnadello";48;11;23;5;0;;;;39;8;24;1;0;;;;33;72
"019002";"Agnadello";49;14;14;2;1;;;;31;6;20;3;3;;;;32;63
"019002";"Agnadello";50;8;28;1;0;;;;37;4;27;1;0;;;;32;69
"019002";"Agnadello";51;10;20;2;0;;;;32;5;24;7;0;;;;36;68
"019002";"Agnadello";52;5;29;1;0;;;;35;7;23;5;0;;;;35;70
"019002";"Agnadello";53;7;27;2;1;;;;37;6;31;2;0;;;;39;76
"019002";"Agnadello";54;4;32;1;1;;;;38;7;17;3;1;;;;28;66
"019002";"Agnadello";55;4;26;0;0;;;;30;2;29;6;1;;;;38;68
"019002";"Agnadello";56;7;23;5;0;;;;35;4;17;3;4;;;;28;63
"019002";"Agnadello";57;10;30;7;0;;;;47;3;19;1;2;;;;25;72
"019002";"Agnadello";58;4;26;2;0;;;;32;0;28;1;2;;;;31;63
"019002";"Agnadello";59;7;31;4;1;;;;43;6;24;1;1;;;;32;75
"019002";"Agnadello";60;3;18;0;2;;;;23;0;16;3;5;;;;24;47
"019002";"Agnadello";61;5;21;4;0;;;;30;4;11;1;5;;;;21;51
"019002";"Agnadello";62;2;18;0;0;;;;20;1;16;0;0;;;;17;37
"019002";"Agnadello";63;2;12;1;3;;;;18;1;15;0;3;;;;19;37
"019002";"Agnadello";64;4;16;2;0;;;;22;1;13;0;3;;;;17;39
"019002";"Agnadello";65;2;21;0;0;;;;23;1;16;3;3;;;;23;46
"019002";"Agnadello";66;3;19;1;0;;;;23;1;13;1;4;;;;19;42
"019002";"Agnadello";67;3;15;4;2;;;;24;1;14;4;5;;;;24;48
"019002";"Agnadello";68;2;12;3;1;;;;18;2;10;1;3;;;;16;34
"019002";"Agnadello";69;0;13;0;4;;;;17;0;15;3;8;;;;26;43
"019002";"Agnadello";70;2;13;1;3;;;;19;3;6;1;7;;;;17;36
"019002";"Agnadello";71;0;13;0;1;;;;14;1;12;1;6;;;;20;34
"019002";"Agnadello";72;1;13;1;1;;;;16;1;15;0;5;;;;21;37
"019002";"Agnadello";73;0;15;0;7;;;;22;0;13;1;5;;;;19;41
"019002";"Agnadello";74;2;11;1;2;;;;16;1;6;1;10;;;;18;34
"019002";"Agnadello";75;2;10;0;2;;;;14;1;13;1;10;;;;25;39
"019002";"Agnadello";76;3;10;0;3;;;;16;1;7;1;5;;;;14;30
"019002";"Agnadello";77;1;8;0;0;;;;9;1;6;0;6;;;;13;22
"019002";"Agnadello";78;1;5;0;1;;;;7;0;5;0;1;;;;6;13
"019002";"Agnadello";79;0;8;0;0;;;;8;1;3;0;6;;;;10;18
"019002";"Agnadello";80;2;6;0;0;;;;8;0;6;0;6;;;;12;20
"019002";"Agnadello";81;2;9;0;3;;;;14;2;9;0;10;;;;21;35
"019002";"Agnadello";82;1;8;0;1;;;;10;0;6;0;10;;;;16;26
"019002";"Agnadello";83;1;6;1;2;;;;10;0;4;0;12;;;;16;26
"019002";"Agnadello";84;1;4;0;1;;;;6;1;1;0;11;;;;13;19
"019002";"Agnadello";85;1;5;0;2;;;;8;0;2;0;6;;;;8;16
"019002";"Agnadello";86;0;5;0;3;;;;8;1;1;0;9;;;;11;19
"019002";"Agnadello";87;1;2;0;1;;;;4;0;0;1;6;;;;7;11
"019002";"Agnadello";88;0;1;0;3;;;;4;0;0;0;8;;;;8;12
"019002";"Agnadello";89;0;2;0;0;;;;2;0;0;0;2;;;;2;4
"019002";"Agnadello";90;0;1;0;0;;;;1;0;0;0;2;;;;2;3
"019002";"Agnadello";91;0;0;0;1;;;;1;0;0;0;5;;;;5;6
"019002";"Agnadello";92;0;0;0;1;;;;1;0;0;0;2;;;;2;3
"019002";"Agnadello";93;0;1;0;0;;;;1;0;0;0;2;;;;2;3
"019002";"Agnadello";94;0;0;0;0;;;;0;0;0;0;4;;;;4;4
"019002";"Agnadello";95;0;0;0;0;;;;0;0;0;0;0;;;;0;0
"019002";"Agnadello";96;0;0;0;0;;;;0;1;0;0;1;;;;2;2
"019002";"Agnadello";97;0;0;0;0;;;;0;0;0;0;0;;;;0;0
"019002";"Agnadello";98;0;0;0;0;;;;0;0;0;0;1;;;;1;1
"019002";"Agnadello";99;0;0;0;0;;;;0;0;0;0;1;;;;1;1
"019002";"Agnadello";100;0;0;0;0;;;;0;0;0;0;3;;;;3;3
"019002";"Agnadello";999;970;862;63;54;;;;1949;769;841;81;222;;;;1913;3862
"019003";"Annicco";0;4;0;0;0;;;;4;8;0;0;0;;;;8;12
"019003";"Annicco";1;8;0;0;0;;;;8;4;0;0;0;;;;4;12
"019003";"Annicco";2;10;0;0;0;;;;10;2;0;0;0;;;;2;12
"019003";"Annicco";3;7;0;0;0;;;;7;4;0;0;0;;;;4;11
"019003";"Annicco";4;3;0;0;0;;;;3;5;0;0;0;;;;5;8
"019003";"Annicco";5;12;0;0;0;;;;12;7;0;0;0;;;;7;19
"019003";"Annicco";6;8;0;0;0;;;;8;11;0;0;0;;;;11;19
"019003";"Annicco";7;6;0;0;0;;;;6;6;0;0;0;;;;6;12
"019003";"Annicco";8;7;0;0;0;;;;7;9;0;0;0;;;;9;16
"019003";"Annicco";9;6;0;0;0;;;;6;8;0;0;0;;;;8;14
"019003";"Annicco";10;12;0;0;0;;;;12;8;0;0;0;;;;8;20
"019003";"Annicco";11;8;0;0;0;;;;8;5;0;0;0;;;;5;13
"019003";"Annicco";12;8;0;0;0;;;;8;7;0;0;0;;;;7;15
"019003";"Annicco";13;11;0;0;0;;;;11;14;0;0;0;;;;14;25
"019003";"Annicco";14;8;0;0;0;;;;8;11;0;0;0;;;;11;19
"019003";"Annicco";15;7;0;0;0;;;;7;11;0;0;0;;;;11;18
"019003";"Annicco";16;6;0;0;0;;;;6;7;0;0;0;;;;7;13
"019003";"Annicco";17;10;0;0;0;;;;10;5;0;0;0;;;;5;15
"019003";"Annicco";18;14;0;0;0;;;;14;9;0;0;0;;;;9;23
"019003";"Annicco";19;14;0;0;0;;;;14;11;1;0;0;;;;12;26
"019003";"Annicco";20;11;0;0;0;;;;11;6;0;0;0;;;;6;17
"019003";"Annicco";21;12;0;0;0;;;;12;15;0;0;0;;;;15;27
"019003";"Annicco";22;10;0;0;0;;;;10;7;0;0;0;;;;7;17
"019003";"Annicco";23;9;0;0;0;;;;9;7;1;0;0;;;;8;17
"019003";"Annicco";24;10;0;0;0;;;;10;7;1;1;0;;;;9;19
"019003";"Annicco";25;10;0;0;0;;;;10;13;1;0;0;;;;14;24
"019003";"Annicco";26;10;0;0;0;;;;10;9;0;0;0;;;;9;19
"019003";"Annicco";27;5;0;0;0;;;;5;4;2;0;0;;;;6;11
"019003";"Annicco";28;10;0;0;0;;;;10;6;1;0;0;;;;7;17
"019003";"Annicco";29;18;1;0;0;;;;19;8;4;0;0;;;;12;31
"019003";"Annicco";30;4;2;0;0;;;;6;5;0;0;0;;;;5;11
"019003";"Annicco";31;6;3;0;0;;;;9;5;5;0;0;;;;10;19
"019003";"Annicco";32;5;3;0;0;;;;8;5;2;0;0;;;;7;15
"019003";"Annicco";33;5;1;0;0;;;;6;3;3;0;0;;;;6;12
"019003";"Annicco";34;10;5;0;0;;;;15;6;5;0;0;;;;11;26
"019003";"Annicco";35;6;4;0;0;;;;10;4;7;0;0;;;;11;21
"019003";"Annicco";36;8;3;0;0;;;;11;2;6;1;0;;;;9;20
"019003";"Annicco";37;6;3;1;0;;;;10;4;2;0;0;;;;6;16
"019003";"Annicco";38;4;4;0;0;;;;8;8;5;2;1;;;;16;24
"019003";"Annicco";39;8;1;1;0;;;;10;2;7;0;0;;;;9;19
"019003";"Annicco";40;6;7;0;0;;;;13;2;10;0;0;;;;12;25
"019003";"Annicco";41;3;7;0;0;;;;10;4;6;0;0;;;;10;20
"019003";"Annicco";42;5;7;0;0;;;;12;2;9;0;0;;;;11;23
"019003";"Annicco";43;1;9;1;0;;;;11;2;14;1;0;;;;17;28
"019003";"Annicco";44;2;8;0;0;;;;10;1;4;0;0;;;;5;15
"019003";"Annicco";45;5;16;1;0;;;;22;2;18;1;0;;;;21;43
"019003";"Annicco";46;10;8;0;0;;;;18;1;15;0;0;;;;16;34
"019003";"Annicco";47;5;8;0;0;;;;13;5;8;1;1;;;;15;28
"019003";"Annicco";48;4;4;2;0;;;;10;2;16;1;0;;;;19;29
"019003";"Annicco";49;2;7;2;1;;;;12;0;6;0;0;;;;6;18
"019003";"Annicco";50;6;13;0;0;;;;19;0;9;2;1;;;;12;31
"019003";"Annicco";51;5;22;2;1;;;;30;4;6;0;0;;;;10;40
"019003";"Annicco";52;5;6;1;1;;;;13;2;11;1;0;;;;14;27
"019003";"Annicco";53;6;14;3;0;;;;23;1;10;1;0;;;;12;35
"019003";"Annicco";54;3;10;0;1;;;;14;1;16;1;0;;;;18;32
"019003";"Annicco";55;5;15;1;0;;;;21;4;14;0;0;;;;18;39
"019003";"Annicco";56;4;15;0;0;;;;19;3;12;1;0;;;;16;35
"019003";"Annicco";57;2;15;1;0;;;;18;3;14;2;0;;;;19;37
"019003";"Annicco";58;2;8;1;0;;;;11;5;8;1;1;;;;15;26
"019003";"Annicco";59;4;14;2;0;;;;20;0;11;1;2;;;;14;34
"019003";"Annicco";60;3;10;1;0;;;;14;2;9;0;4;;;;15;29
"019003";"Annicco";61;3;13;1;0;;;;17;1;12;0;3;;;;16;33
"019003";"Annicco";62;3;13;0;0;;;;16;1;17;0;1;;;;19;35
"019003";"Annicco";63;2;14;2;1;;;;19;3;11;2;3;;;;19;38
"019003";"Annicco";64;3;15;1;1;;;;20;2;15;0;2;;;;19;39
"019003";"Annicco";65;2;9;1;0;;;;12;0;8;0;0;;;;8;20
"019003";"Annicco";66;1;7;0;0;;;;8;2;8;1;1;;;;12;20
"019003";"Annicco";67;0;7;1;2;;;;10;1;3;0;2;;;;6;16
"019003";"Annicco";68;2;8;1;2;;;;13;2;9;0;3;;;;14;27
"019003";"Annicco";69;2;8;0;0;;;;10;0;7;0;1;;;;8;18
"019003";"Annicco";70;2;8;2;0;;;;12;0;10;1;4;;;;15;27
"019003";"Annicco";71;2;6;0;0;;;;8;0;6;0;4;;;;10;18
"019003";"Annicco";72;3;10;0;0;;;;13;0;7;0;2;;;;9;22
"019003";"Annicco";73;2;8;1;0;;;;11;2;7;1;5;;;;15;26
"019003";"Annicco";74;0;12;1;1;;;;14;1;7;0;0;;;;8;22
"019003";"Annicco";75;3;11;0;2;;;;16;0;8;0;5;;;;13;29
"019003";"Annicco";76;1;5;1;1;;;;8;2;8;0;6;;;;16;24
"019003";"Annicco";77;2;5;0;0;;;;7;0;1;0;4;;;;5;12
"019003";"Annicco";78;1;5;0;1;;;;7;0;1;0;3;;;;4;11
"019003";"Annicco";79;1;7;0;0;;;;8;1;8;0;6;;;;15;23
"019003";"Annicco";80;1;3;0;0;;;;4;2;3;0;2;;;;7;11
"019003";"Annicco";81;1;7;0;2;;;;10;0;3;0;5;;;;8;18
"019003";"Annicco";82;1;6;0;0;;;;7;0;6;0;6;;;;12;19
"019003";"Annicco";83;0;8;0;4;;;;12;0;3;0;5;;;;8;20
"019003";"Annicco";84;1;4;0;1;;;;6;1;2;1;9;;;;13;19
"019003";"Annicco";85;0;2;0;3;;;;5;0;1;0;12;;;;13;18
"019003";"Annicco";86;0;4;0;0;;;;4;2;3;0;10;;;;15;19
"019003";"Annicco";87;0;2;0;2;;;;4;0;0;0;5;;;;5;9
"019003";"Annicco";88;0;2;0;0;;;;2;1;1;1;5;;;;8;10
"019003";"Annicco";89;0;0;0;2;;;;2;1;0;0;5;;;;6;8
"019003";"Annicco";90;0;1;0;2;;;;3;1;0;0;5;;;;6;9
"019003";"Annicco";91;0;2;0;0;;;;2;1;0;0;4;;;;5;7
"019003";"Annicco";92;1;0;0;1;;;;2;0;0;0;2;;;;2;4
"019003";"Annicco";93;0;0;0;0;;;;0;2;0;0;4;;;;6;6
"019003";"Annicco";94;0;0;0;0;;;;0;0;0;0;1;;;;1;1
"019003";"Annicco";95;0;0;0;0;;;;0;0;0;0;2;;;;2;2
"019003";"Annicco";96;0;0;0;0;;;;0;0;0;0;0;;;;0;0
"019003";"Annicco";97;0;0;0;0;;;;0;0;0;0;0;;;;0;0
"019003";"Annicco";98;0;0;0;0;;;;0;0;0;0;1;;;;1;1
"019003";"Annicco";99;0;0;0;0;;;;0;0;0;0;1;;;;1;1
"019003";"Annicco";100;0;0;0;0;;;;0;0;0;0;0;;;;0;0
"019003";"Annicco";999;464;465;32;32;;;;993;353;454;25;149;;;;981;1974
"019004";"Azzanello";0;1;0;0;0;;;;1;5;0;0;0;;;;5;6
"019004";"Azzanello";1;1;0;0;0;;;;1;2;0;0;0;;;;2;3
"019004";"Azzanello";2;0;0;0;0;;;;0;2;0;0;0;;;;2;2
"019004";"Azzanello";3;0;0;0;0;;;;0;3;0;0;0;;;;3;3
"019004";"Azzanello";4;1;0;0;0;;;;1;0;0;0;0;;;;0;1
"019004";"Azzanello";5;3;0;0;0;;;;3;0;0;0;0;;;;0;3
"019004";"Azzanello";6;2;0;0;0;;;;2;2;0;0;0;;;;2;4
"019004";"Azzanello";7;3;0;0;0;;;;3;1;0;0;0;;;;1;4
"019004";"Azzanello";8;2;0;0;0;;;;2;3;0;0;0;;;;3;5
"019004";"Azzanello";9;1;0;0;0;;;;1;1;0;0;0;;;;1;2
"019004";"Azzanello";10;2;0;0;0;;;;2;3;0;0;0;;;;3;5
"019004";"Azzanello";11;1;0;0;0;;;;1;1;0;0;0;;;;1;2
"019004";"Azzanello";12;1;0;0;0;;;;1;3;0;0;0;;;;3;4
"019004";"Azzanello";13;4;0;0;0;;;;4;0;0;0;0;;;;0;4
"019004";"Azzanello";14;1;0;0;0;;;;1;5;0;0;0;;;;5;6
"019004";"Azzanello";15;2;0;0;0;;;;2;3;0;0;0;;;;3;5
"019004";"Azzanello";16;3;0;0;0;;;;3;7;0;0;0;;;;7;10
